"teamName","character","trial","trial_score","stabilityScore","similarityScore","diversityScore"
"A-little-HOPE","A",1,"0.147931301163509252019306168248779331181103755906224265667098836864619045","1","0.7596107721328735","0.000004984779279896638"
"A-little-HOPE","A",2,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",3,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",4,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",5,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",6,"0.147931301163509252019306168248779331181103755906224265667098836864619045","1","0.7596107721328735","0.000004984779279896638"
"A-little-HOPE","A",7,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",8,"0.147931301163509252019306168248779331181103755906224265667098836864619045","1","0.7596107721328735","0.000004984779279896638"
"A-little-HOPE","A",9,"0.149223003010660044712060579532446104430940763355236841743566442567860274","1","0.7662435173988342","0.000004984779279896638"
"A-little-HOPE","A",10,"0.147931301163509252019306168248779331181103755906224265667098836864619045","1","0.7596107721328735","0.000004984779279896638"
"A-little-HOPE","B",1,"0.00080455083634855359702667818866885059737755204912603628325131119457417117451677769830605568","0.29411765933036804","0.009667713195085526","0.4087345203027643"
"A-little-HOPE","B",2,"0.004847571046878987378217406255307095264689037335523888407301006113813547616","1","0.017132295295596123","0.4087345203027643"
"A-little-HOPE","B",3,"0.0050382398807189151763025487541776454118193213260657712902114320305796944","1","0.01780615746974945","0.4087345203027643"
"A-little-HOPE","B",4,"0.003832454258975807811088229278994760062809120444379112380578440128886140832","1","0.013544667512178421","0.4087345203027643"
"A-little-HOPE","B",5,"0.00416012983649308411138521672584450832911152951915167487161227150800294176","1","0.01470273919403553","0.4087345203027643"
"A-little-HOPE","B",6,"0.001389369008464661577490842584193530097772868543921326381398604077171600528","0.5","0.009820621460676193","0.4087345203027643"
"A-little-HOPE","B",7,"0.0036472462894855549707427522983567018044842017488331035278451788542872592","1","0.01289010513573885","0.4087345203027643"
"A-little-HOPE","B",8,"0.003832454258975807811088229278994760062809120444379112380578440128886140832","1","0.013544667512178421","0.4087345203027643"
"A-little-HOPE","B",9,"0.0016038656767990562152271457852178440058955609151311803689904963597126529312007665890564608","0.4166666567325592","0.013604125007987022","0.4087345203027643"
"A-little-HOPE","B",10,"0.004815730805714940437157845871731325974181006882859647006938813731596428928","1","0.017019765451550484","0.4087345203027643"
"A-little-HOPE","C",1,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",2,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",3,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",4,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",5,"0.00196193055401523583750815246696803075183773696347964382732685372697234074","1","0.006581574212759733","0.000013131333248139753"
"A-little-HOPE","C",6,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",7,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",8,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",9,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","C",10,"0.00157629004858949552668265603122773076687578491822490304664132848851610773","1","0.0052878884598612785","0.000013131333248139753"
"A-little-HOPE","D",1,"0.0032150091487938919139271056398393417961284131880406149131460566996279035376","1","0.012989385053515434","0.4742781134867968"
"A-little-HOPE","D",2,"0.0041086608143725768317545535007710097720157072808281728307061786214752205152","1","0.016599945724010468","0.4742781134867968"
"A-little-HOPE","D",3,"0.0032150091487938919139271056398393417961284131880406149131460566996279035376","1","0.012989385053515434","0.4742781134867968"
"A-little-HOPE","D",4,"0.0022032866432004209074809600479676941216735589204256000248349933328133022848","1","0.008901790715754032","0.4742781134867968"
"A-little-HOPE","D",5,"0.0032150091487938919139271056398393417961284131880406149131460566996279035376","1","0.012989385053515434","0.4742781134867968"
"A-little-HOPE","D",6,"0.0019636639997494003461268964831753642021231073486733010976815857390819406064","1","0.007933659479022026","0.4742781134867968"
"A-little-HOPE","D",7,"0.0032150091487938919139271056398393417961284131880406149131460566996279035376","1","0.012989385053515434","0.4742781134867968"
"A-little-HOPE","D",8,"0.0019636639997494003461268964831753642021231073486733010976815857390819406064","1","0.007933659479022026","0.4742781134867968"
"A-little-HOPE","D",9,"0.0032150091487938919139271056398393417961284131880406149131460566996279035376","1","0.012989385053515434","0.4742781134867968"
"A-little-HOPE","D",10,"0.0019636639997494003461268964831753642021231073486733010976815857390819406064","1","0.007933659479022026","0.4742781134867968"
"A-little-HOPE","E",1,"0.002219151520694437410865964083108336002720897894137678257063323580827142279515","1","0.0073916856199502945","0.3854861267208194"
"A-little-HOPE","E",2,"0.00187519215287783498591243864752779938016900650603230285364783899892455573239","1","0.006246004719287157","0.3854861267208194"
"A-little-HOPE","E",3,"0.00216005858353175490452233957106127259962506294784557187427499120834741651022","1","0.007194855250418186","0.3854861267208194"
"A-little-HOPE","E",4,"0.0095076457868360745306402325123183835185291972182732906497313067677134001105","1","0.03166864812374115","0.3854861267208194"
"A-little-HOPE","E",5,"0.0121530208270740279677522561237739228449310116424298268994875727750464538138","1","0.04048002511262894","0.3854861267208194"
"A-little-HOPE","E",6,"0.00851925297760073951157942153640468590284290786445097960630577960745628683121","1","0.028376448899507523","0.3854861267208194"
